"Var1"	"Freq"
"2920"	"ST6GAL2"	1
"2921"	"ST8SIA2"	1
"2922"	"STAG2"	1
"2923"	"STAMBPL1"	1
"2924"	"STAT4"	1
"2925"	"STC1"	1
"2926"	"STK11"	1
"2927"	"STK17B"	1
"2928"	"STK39"	1
"2929"	"STOML2"	1
"2930"	"STRAP"	1
"2931"	"STXBP6"	1
"2932"	"STYK1"	1
"2933"	"SULF1"	1
"2934"	"SULT1C4"	1
"2935"	"SULT2B1"	1
"2936"	"SUMO1"	1
"2937"	"SUMO2"	1
"2938"	"SYK"	1
"2939"	"TAC1"	1
"2940"	"TACC3"	1
"2941"	"TALDO1"	1
"2942"	"TAP1"	1
"2943"	"TARDBP"	1
"2944"	"TASP1"	1
"2945"	"TAT"	1
"2946"	"TAZ"	1
"2947"	"TBCA"	1
"2948"	"TBP"	1
"2949"	"TBX21"	1
"2950"	"TBX3"	1
"2951"	"TBXAS1"	1
"2952"	"TCEAL1"	1
"2953"	"TCERG1"	1
"2954"	"TCF21"	1
"2955"	"TCF4"	1
"2956"	"TDP1"	1
"2957"	"TECR"	1
"2958"	"TEK"	1
"2959"	"TERT"	1
"2960"	"TET1"	1
"2961"	"TET2"	1
"2962"	"TF"	1
"2963"	"TFAM"	1
"2964"	"TFAP2A"	1
"2965"	"TFAP2B"	1
"2966"	"TFAP2C"	1
"2967"	"TFAP4"	1
"2968"	"TFDP2"	1
"2969"	"TFF2"	1
"2970"	"TFF3"	1
"2971"	"TGFA"	1
"2972"	"TGFB2"	1
"2973"	"TGIF2"	1
"2974"	"THBS1"	1
"2975"	"THEM4"	1
"2976"	"THRA"	1
"2977"	"THY1"	1
"2978"	"TICAM1"	1
"2979"	"TICAM2"	1
"2980"	"TIGAR"	1
"2981"	"TIMM44"	1
"2982"	"TIMP1"	1
"2983"	"TIMP2"	1
"2984"	"TJP1"	1
"2985"	"TJP3"	1
"2986"	"TK1"	1
"2987"	"TLR2"	1
"2988"	"TLR3"	1
"2989"	"TLR4"	1
"2990"	"TLR5"	1
"2991"	"TLR7"	1
"2992"	"TLR8"	1
"2993"	"TLR9"	1
"2994"	"TLX2"	1
"2995"	"TM7SF3"	1
"2996"	"TMC1"	1
"2997"	"TMED7"	1
"2998"	"TMEM37"	1
"2999"	"TMEM43"	1
"3000"	"TNFAIP3"	1
"3001"	"TNFRSF10A"	1
"3002"	"TNFRSF11B"	1
"3003"	"TNFRSF1A"	1
"3004"	"TNFRSF25"	1
"3005"	"TNFSF12"	1
"3006"	"TNFSF13B"	1
"3007"	"TNK2"	1
"3008"	"TNKS"	1
"3009"	"TOM1"	1
"3010"	"TOMM22"	1
"3011"	"TOMM7"	1
"3012"	"TOPBP1"	1
"3013"	"TP53I11"	1
"3014"	"TP53INP1"	1
"3015"	"TPM2"	1
"3016"	"TPM3"	1
"3017"	"TPX2"	1
"3018"	"TRA"	1
"3019"	"TRADD"	1
"3020"	"TRAF3"	1
"3021"	"TRAF5"	1
"3022"	"TRAIP"	1
"3023"	"TRAM1"	1
"3024"	"TRERF1"	1
"3025"	"TRIM24"	1
"3026"	"TRIM27"	1
"3027"	"TRIM63"	1
"3028"	"TRIM68"	1
"3029"	"TROAP"	1
"3030"	"TRPM4"	1
"3031"	"TRPM8"	1
"3032"	"TRPV1"	1
"3033"	"TSC2"	1
"3034"	"TSC22D3"	1
"3035"	"TSG101"	1
"3036"	"TSLP"	1
"3037"	"TSPAN31"	1
"3038"	"TTC9"	1
"3039"	"TUBA1B"	1
"3040"	"TUBB"	1
"3041"	"TUBB4B"	1
"3042"	"TUBG1"	1
"3043"	"TUBG2"	1
"3044"	"TUFM"	1
"3045"	"TWIST1"	1
"3046"	"TWIST2"	1
"3047"	"TXN"	1
"3048"	"TXNDC12"	1
"3049"	"TXNDC15"	1
"3050"	"TXNDC5"	1
"3051"	"TXNRD1"	1
"3052"	"UACA"	1
"3053"	"UBA2"	1
"3054"	"UBC"	1
"3055"	"UBE2C"	1
"3056"	"UBE2L3"	1
"3057"	"UBE2N"	1
"3058"	"UCHL1"	1
"3059"	"UCP1"	1
"3060"	"UCP2"	1
"3061"	"UHRF1"	1
"3062"	"ULBP3"	1
"3063"	"ULK1"	1
"3064"	"UPRT"	1
"3065"	"UQCR11"	1
"3066"	"URGCP"	1
"3067"	"USP18"	1
"3068"	"USP9X"	1
"3069"	"UTRN"	1
"3070"	"VANGL1"	1
"3071"	"VASP"	1
"3072"	"VCL"	1
"3073"	"VDR"	1
"3074"	"VHL"	1
"3075"	"VIM"	1
"3076"	"VIPR1"	1
"3077"	"VKORC1"	1
"3078"	"VLDLR"	1
"3079"	"VRK1"	1
"3080"	"VTN"	1
"3081"	"WAPL"	1
"3082"	"WAS"	1
"3083"	"WDR7"	1
"3084"	"WDR77"	1
"3085"	"WDTC1"	1
"3086"	"WEE1"	1
"3087"	"WISP1"	1
"3088"	"WISP3"	1
"3089"	"WNK2"	1
"3090"	"WNT1"	1
"3091"	"WNT11"	1
"3092"	"WNT2"	1
"3093"	"WNT4"	1
"3094"	"WNT5A"	1
"3095"	"WNT8A"	1
"3096"	"WNT9B"	1
"3097"	"WWOX"	1
"3098"	"XAF1"	1
"3099"	"XBP1"	1
"3100"	"XCL1"	1
"3101"	"XDH"	1
"3102"	"XIAP"	1
"3103"	"XPA"	1
"3104"	"XPC"	1
"3105"	"XPO1"	1
"3106"	"XRCC3"	1
"3107"	"XRCC5"	1
"3108"	"XRCC6"	1
"3109"	"YAP1"	1
"3110"	"YBX1"	1
"3111"	"YPEL3"	1
"3112"	"YWHAZ"	1
"3113"	"YY1"	1
"3114"	"ZBTB7A"	1
"3115"	"ZDHHC3"	1
"3116"	"ZEB1"	1
"3117"	"ZFP36L1"	1
"3118"	"ZFP36L2"	1
"3119"	"ZG16B"	1
"3120"	"ZRANB3"	1
